id,dt,productid,optionid,defaultchoiceid,created,updated
6585,2001-01-01 00:00:00-08,6522,5931,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
6672,2001-01-01 00:00:00-08,6522,7,4468,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
6675,2001-01-01 00:00:00-08,6602,7,4468,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
6696,2001-01-01 00:00:00-08,6695,6691,6679,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
6698,2001-01-01 00:00:00-08,6695,6692,6687,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
6708,2001-01-01 00:00:00-08,6695,6694,6690,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
6703,2001-01-01 00:00:00-08,6695,6693,6683,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
6710,2001-01-01 00:00:00-08,6695,6721,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
6727,2001-01-01 00:00:00-08,4,4318,4663,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
6834,2001-01-01 00:00:00-08,6762,4285,6868,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
6843,2001-01-01 00:00:00-08,6762,6835,6868,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
6849,2001-01-01 00:00:00-08,6762,6836,6868,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
6970,2001-01-01 00:00:00-08,6968,9,6123,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
6976,2001-01-01 00:00:00-08,6968,4,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
6982,2001-01-01 00:00:00-08,6968,3,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
6973,2001-01-01 00:00:00-08,6968,6520,6989,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
6993,2001-01-01 00:00:00-08,6968,4686,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
6994,2001-01-01 00:00:00-08,6968,4687,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
6995,2001-01-01 00:00:00-08,6968,4688,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7011,2001-01-01 00:00:00-08,6968,5,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
47184,2010-09-23 13:39:07.531682-07,47170,41285,41292,2010-09-23 13:39:07.531682-07,2010-09-23 13:39:07.531682-07
7321,2001-01-01 00:00:00-08,7200,6520,7323,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7442,2001-01-01 00:00:00-08,7359,6835,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7528,2001-01-01 00:00:00-08,7461,5097,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7535,2001-01-01 00:00:00-08,7461,4665,4872,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7534,2001-01-01 00:00:00-08,7461,4664,4667,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7538,2001-01-01 00:00:00-08,7359,4664,4667,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7539,2001-01-01 00:00:00-08,7359,4665,4667,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7619,2001-01-01 00:00:00-08,7543,6520,7622,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7624,2001-01-01 00:00:00-08,7543,3,9,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7634,2001-01-01 00:00:00-08,7631,9,7635,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7639,2001-01-01 00:00:00-08,7631,1,7636,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7644,2001-01-01 00:00:00-08,7631,7,7645,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7647,2001-01-01 00:00:00-08,7631,5,7637,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7660,2001-01-01 00:00:00-08,7631,4267,4682,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7659,2001-01-01 00:00:00-08,7631,4285,4682,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7658,2001-01-01 00:00:00-08,7631,6835,4682,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7657,2001-01-01 00:00:00-08,7631,7649,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7656,2001-01-01 00:00:00-08,7631,6836,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7654,2001-01-01 00:00:00-08,7631,7651,7344,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7655,2001-01-01 00:00:00-08,7631,7650,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7662,2001-01-01 00:00:00-08,7631,7661,7714,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7720,2001-01-01 00:00:00-08,7631,3,9,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7728,2001-01-01 00:00:00-08,7727,9,7357,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7765,2001-01-01 00:00:00-08,7736,11,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7881,2001-01-01 00:00:00-08,7780,5930,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7882,2001-01-01 00:00:00-08,7780,5931,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7874,2001-01-01 00:00:00-08,7780,6564,6861,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7915,2001-01-01 00:00:00-08,7909,5,18,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7913,2001-01-01 00:00:00-08,7909,6520,7938,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7910,2001-01-01 00:00:00-08,7909,9,26,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7916,2001-01-01 00:00:00-08,7909,3,10,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7914,2001-01-01 00:00:00-08,7909,6564,6571,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7917,2001-01-01 00:00:00-08,7909,4,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7940,2001-01-01 00:00:00-08,7909,4665,19,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7948,2001-01-01 00:00:00-08,7909,7,7947,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7966,2001-01-01 00:00:00-08,7965,9,7959,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7967,2001-01-01 00:00:00-08,7965,6564,7618,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7968,2001-01-01 00:00:00-08,7965,6520,7964,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7970,2001-01-01 00:00:00-08,7965,4686,4679,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7971,2001-01-01 00:00:00-08,7965,4687,4679,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7972,2001-01-01 00:00:00-08,7965,4688,4679,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7973,2001-01-01 00:00:00-08,7965,5097,4679,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
8010,2001-01-01 00:00:00-08,7965,10,31,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7974,2001-01-01 00:00:00-08,7965,5929,6871,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7969,2001-01-01 00:00:00-08,7965,5,5292,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7953,2001-01-01 00:00:00-08,6762,10,31,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
8019,2001-01-01 00:00:00-08,7023,6564,6572,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
8253,2001-01-01 00:00:00-08,8178,3,9,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
8257,2001-01-01 00:00:00-08,8178,6520,7963,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
8024,2001-01-01 00:00:00-08,7115,6520,8018,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
27301,2001-01-01 00:00:00-08,10929,33097,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
8590,2001-01-01 00:00:00-08,8508,6835,6868,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
8591,2001-01-01 00:00:00-08,8508,7649,6868,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
8866,2001-01-01 00:00:00-08,8776,7652,6868,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
8865,2001-01-01 00:00:00-08,8776,7651,6868,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
8867,2001-01-01 00:00:00-08,8776,8864,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
8861,2001-01-01 00:00:00-08,8776,7650,6868,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
8860,2001-01-01 00:00:00-08,8776,6836,6868,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
8859,2001-01-01 00:00:00-08,8776,7649,6868,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
8858,2001-01-01 00:00:00-08,8776,6835,6868,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
8873,2001-01-01 00:00:00-08,8776,8872,8874,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
8921,2001-01-01 00:00:00-08,8776,6520,8922,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
8868,2001-01-01 00:00:00-08,8776,2,8929,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
8932,2001-01-01 00:00:00-08,8776,7661,8931,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7663,2001-01-01 00:00:00-08,7631,4664,9015,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
9116,2001-01-01 00:00:00-08,9021,7,1304,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
9135,2001-01-01 00:00:00-08,9134,11,9105,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
9141,2001-01-01 00:00:00-08,9021,11,9148,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
9304,2001-01-01 00:00:00-08,8601,9301,12,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
9311,2001-01-01 00:00:00-08,8601,9302,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
9318,2001-01-01 00:00:00-08,8601,9303,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
8099,2001-01-01 00:00:00-08,8090,8097,8098,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
6745,2001-01-01 00:00:00-08,6744,9,26,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
9697,2001-01-01 00:00:00-08,9456,3,9,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
9782,2001-01-01 00:00:00-08,9701,7661,9783,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
9893,2001-01-01 00:00:00-08,8601,9892,4667,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
10428,2001-01-01 00:00:00-08,10392,5929,19,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
10432,2001-01-01 00:00:00-08,10392,5931,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
10431,2001-01-01 00:00:00-08,10392,5930,19,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
10494,2001-01-01 00:00:00-08,9629,6564,7618,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
9877,2001-01-01 00:00:00-08,8601,9876,12817,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
17134,2001-01-01 00:00:00-08,10929,32417,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11043,2001-01-01 00:00:00-08,10701,6520,7938,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11047,2001-01-01 00:00:00-08,10815,6520,9610,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11045,2001-01-01 00:00:00-08,10587,6520,9610,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11097,2001-01-01 00:00:00-08,11094,6520,11104,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11096,2001-01-01 00:00:00-08,11094,6564,10574,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11120,2001-01-01 00:00:00-08,11094,7661,11122,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11134,2001-01-01 00:00:00-08,11094,9892,11136,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11125,2001-01-01 00:00:00-08,11094,2,9907,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11151,2001-01-01 00:00:00-08,11094,3,9,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11095,2001-01-01 00:00:00-08,11094,9,11154,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11098,2001-01-01 00:00:00-08,11094,5,5293,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11340,2001-01-01 00:00:00-08,9383,9150,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11359,2001-01-01 00:00:00-08,9383,9151,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11383,2001-01-01 00:00:00-08,9790,4688,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11397,2001-01-01 00:00:00-08,9790,5097,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11440,2001-01-01 00:00:00-08,9790,5929,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11778,2001-01-01 00:00:00-08,11445,9282,9279,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11807,2001-01-01 00:00:00-08,11806,9,11808,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11810,2001-01-01 00:00:00-08,11806,4318,4663,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11814,2001-01-01 00:00:00-08,11806,3,5676,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11817,2001-01-01 00:00:00-08,11806,2,9907,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11846,2001-01-01 00:00:00-08,11806,9150,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11831,2001-01-01 00:00:00-08,11806,6730,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11847,2001-01-01 00:00:00-08,11806,9151,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11876,2001-01-01 00:00:00-08,11806,6520,7963,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11878,2001-01-01 00:00:00-08,11806,10,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11931,2001-01-01 00:00:00-08,1235,9282,9279,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11939,2001-01-01 00:00:00-08,11170,11959,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
12126,2001-01-01 00:00:00-08,11632,11959,9279,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
12136,2001-01-01 00:00:00-08,11632,5930,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
7763,2001-01-01 00:00:00-08,6882,4664,4667,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
12458,2001-01-01 00:00:00-08,12390,4664,4667,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
12460,2001-01-01 00:00:00-08,12390,6,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
12452,2001-01-01 00:00:00-08,12390,4665,20,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
12902,2001-01-01 00:00:00-08,11988,6,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
12903,2001-01-01 00:00:00-08,12623,6,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
12942,2001-01-01 00:00:00-08,12819,9301,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
12943,2001-01-01 00:00:00-08,12819,9302,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
13189,2001-01-01 00:00:00-08,9701,9150,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
13204,2001-01-01 00:00:00-08,9701,9151,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
13258,2001-01-01 00:00:00-08,9701,5930,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
12965,2001-01-01 00:00:00-08,12819,12964,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11049,2001-01-01 00:00:00-08,10929,6520,33167,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
13321,2001-01-01 00:00:00-08,12819,5930,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
14102,2001-01-01 00:00:00-08,13674,2763,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
14058,2001-01-01 00:00:00-08,13914,6564,10456,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
14222,2001-01-01 00:00:00-08,9536,5930,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
14073,2001-01-01 00:00:00-08,13914,5929,13894,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
14245,2001-01-01 00:00:00-08,13914,5931,8931,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
14262,2001-01-01 00:00:00-08,9383,5929,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
14263,2001-01-01 00:00:00-08,9383,5930,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
14264,2001-01-01 00:00:00-08,9383,5931,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
14325,2001-01-01 00:00:00-08,9790,5930,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11813,2001-01-01 00:00:00-08,11806,5,11624,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
14952,2001-01-01 00:00:00-08,14822,9150,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
14966,2001-01-01 00:00:00-08,14822,9151,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
15521,2001-01-01 00:00:00-08,15382,5931,11960,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
15512,2001-01-01 00:00:00-08,15382,5930,15528,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
15502,2001-01-01 00:00:00-08,15382,6520,14091,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
15766,2001-01-01 00:00:00-08,1228,15765,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
15777,2001-01-01 00:00:00-08,13507,15765,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
15790,2001-01-01 00:00:00-08,11988,15765,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
15796,2001-01-01 00:00:00-08,12623,15765,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
15906,2001-01-01 00:00:00-08,15808,15765,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
15911,2001-01-01 00:00:00-08,8934,15765,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
15916,2001-01-01 00:00:00-08,15208,15765,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
15954,2001-01-01 00:00:00-08,10929,15765,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
15968,2001-01-01 00:00:00-08,9,15765,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
15976,2001-01-01 00:00:00-08,1233,15765,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
16851,2001-01-01 00:00:00-08,16689,4086,16850,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
16855,2001-01-01 00:00:00-08,16689,16853,16854,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
16860,2001-01-01 00:00:00-08,16689,9301,16859,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
16864,2001-01-01 00:00:00-08,16689,16863,16862,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
16589,2001-01-01 00:00:00-08,1231,16583,16587,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
6731,2001-01-01 00:00:00-08,4,6730,6868,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
10481,2001-01-01 00:00:00-08,9456,6564,12288,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
11607,2001-01-01 00:00:00-08,11170,6564,13383,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
17683,2001-01-01 00:00:00-08,17574,5930,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
17812,2001-01-01 00:00:00-08,17809,9,5564,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
17820,2001-01-01 00:00:00-08,17809,6520,6518,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
17824,2001-01-01 00:00:00-08,17809,6835,4,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
17823,2001-01-01 00:00:00-08,17809,4285,4,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
17822,2001-01-01 00:00:00-08,17809,4267,4,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
17830,2001-01-01 00:00:00-08,17809,6564,11620,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
12603,2001-01-01 00:00:00-08,12482,6564,33158,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
17975,2001-01-01 00:00:00-08,17864,9301,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18006,2001-01-01 00:00:00-08,1228,16853,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18010,2001-01-01 00:00:00-08,12819,16853,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18018,2001-01-01 00:00:00-08,14558,16853,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18021,2001-01-01 00:00:00-08,14822,16853,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18027,2001-01-01 00:00:00-08,7,16853,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18033,2001-01-01 00:00:00-08,12983,16853,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18036,2001-01-01 00:00:00-08,12482,16853,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18039,2001-01-01 00:00:00-08,17864,16853,30,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
14938,2001-01-01 00:00:00-08,14822,6730,32407,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18359,2001-01-01 00:00:00-08,18200,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18363,2001-01-01 00:00:00-08,18053,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18367,2001-01-01 00:00:00-08,3,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18371,2001-01-01 00:00:00-08,1,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18379,2001-01-01 00:00:00-08,13674,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18383,2001-01-01 00:00:00-08,10,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18387,2001-01-01 00:00:00-08,11170,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18391,2001-01-01 00:00:00-08,10929,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18395,2001-01-01 00:00:00-08,1235,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18399,2001-01-01 00:00:00-08,1228,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18403,2001-01-01 00:00:00-08,1234,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18407,2001-01-01 00:00:00-08,7,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18411,2001-01-01 00:00:00-08,6,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18415,2001-01-01 00:00:00-08,9,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18420,2001-01-01 00:00:00-08,1229,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18424,2001-01-01 00:00:00-08,8,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18428,2001-01-01 00:00:00-08,1230,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18432,2001-01-01 00:00:00-08,1233,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18436,2001-01-01 00:00:00-08,1727,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18440,2001-01-01 00:00:00-08,1232,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18444,2001-01-01 00:00:00-08,5,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18448,2001-01-01 00:00:00-08,1231,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18452,2001-01-01 00:00:00-08,14366,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18460,2001-01-01 00:00:00-08,15208,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18456,2001-01-01 00:00:00-08,15808,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18464,2001-01-01 00:00:00-08,11632,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18468,2001-01-01 00:00:00-08,8934,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18472,2001-01-01 00:00:00-08,4,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18476,2001-01-01 00:00:00-08,9383,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18480,2001-01-01 00:00:00-08,9536,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18484,2001-01-01 00:00:00-08,9701,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18488,2001-01-01 00:00:00-08,11988,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18492,2001-01-01 00:00:00-08,9629,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18497,2001-01-01 00:00:00-08,9456,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18501,2001-01-01 00:00:00-08,12623,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18505,2001-01-01 00:00:00-08,9790,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18509,2001-01-01 00:00:00-08,12482,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18513,2001-01-01 00:00:00-08,17864,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18517,2001-01-01 00:00:00-08,12819,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18521,2001-01-01 00:00:00-08,12983,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18525,2001-01-01 00:00:00-08,16032,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18529,2001-01-01 00:00:00-08,14558,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18533,2001-01-01 00:00:00-08,14822,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18537,2001-01-01 00:00:00-08,8601,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18541,2001-01-01 00:00:00-08,1236,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18545,2001-01-01 00:00:00-08,12,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18549,2001-01-01 00:00:00-08,13507,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18553,2001-01-01 00:00:00-08,16387,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
18557,2001-01-01 00:00:00-08,16227,18048,18049,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
